41798
<<<<<<< HEAD
kekalainen 1.471217
kdtree 1.045228
kay 1.083436
kautz 1.234102
karwowski 0.999887
kaist 0.651531
judea 0.799987
jointhyp 1.675430
joint_transmission 1.302656
jii 1.209084
jeremy 0.969971
jdk 0.943483
jcdl 1.087157
jbmh 2.135862
javier 1.308947
jalili 0.806781
jacobian_matrix 0.706542
itr 1.274133
ithaca 0.998719
itcid 1.517718
islam 1.095951
irvine 1.032601
irt 0.763830
irrelevant_information 0.952411
iqn 1.625763
ipc 0.997748
ior 0.900875
invalidate 0.617376
inuencebased 1.642280
intracategory 1.750682
interpolating 0.772790
internetbased 1.612728
internet_services 1.165567
interestingness_measure 0.926061
intercity 0.607440
interaction_pattern 0.890252
input_space 0.812691
inppl 1.729987
inneighbor 1.607408
initializer 1.144905
initial_population 1.152613
inin 0.984268
infrared 0.794118
informed_decisions 0.948472
influenceinduced 1.736581
inflexible 0.749633
inequality_constraints 0.852641
inefciencies 1.582253
ineective 1.411420
individualbased 1.560262
inciduence 1.549443
incentive_compatible 1.101674
inareavehicles 2.231406
inaccuracies 0.803020
impulsive 0.903256
improper 0.751797
impr 0.974065
importanceweighted 1.838105
impersonal 0.823834
imote 1.839510
immunizing 0.851368
imagelevel 1.594867
illegitimate 0.817621
ihmm 1.496057
igi 1.221338
ieeeabg 1.763109
idp 0.981026
idle_period 1.363309
idioms 1.210406
identity_management 1.104203
identifications 0.938621
icidl 2.111023
icidk 2.226597
hysteresis 0.770896
hybridization 0.619400
huynh 0.810850
humorous 0.783178
humanitarian_aid 1.001524
human_activity 1.036961
httplink 1.964643
httphadoop 1.990738
httparchive 1.805698
hpv 0.921532
hpi 1.600005
hotwash 1.497306
hotho 1.007541
hot_topic 1.096164
honeynet 0.991823
hometown 1.093897
hiring 0.922215
hired 1.053669
hire 1.173269
hilbert 0.692379
highvalue 1.653105
highly_complex 0.947368
hierarchical_dirichlet_process 0.809593
hidden_terminals 1.087464
hgefea 1.926503
hetesim 1.666530
hernn 1.823224
helmy 0.721094
hedonic 0.705831
heckathorn 1.087884
hcqy 1.955791
havent 1.012237
hash_tables 0.700916
harmonic_number 0.974012
hardin 1.153393
hamster 0.956617
hamper 0.982414
hammersley 1.214455
halt 0.875750
hallcrc 1.968304
haig 1.082175
hahn 1.193972
hacker 1.186532
hack 1.142663
gxj 1.873333
gvps 1.573922
guruswami 1.092149
gurumurthy 1.229327
guilt 0.681215
gsx 1.186407
gsequence 1.887303
gsa 1.096557
groupcenters 1.489483
group_communication 1.204867
grounded_extension 1.142052
grifn 1.701844
grid_computing 0.933748
grenager 1.053069
gregor 0.863836
greedy_routing 0.990017
gravano 0.574491
graph_edit_distance 0.876027
granularity_levels 0.588113
graduated 0.841627
graduate_student 1.209660
grabowski 1.117204
gqp 1.709292
gpsenabled 1.757847
gool 0.985182
googleweb 1.634611
goal_satisfaction 1.669650
gnoniso 1.698467
gnn 1.015546
globalw 1.933308
glass 1.015396
girl 1.131132
ghz_intel_xeon 1.093659
ghoniem 0.964417
geohashes 0.934984
geographical_proximity 0.878215
geocoordinates 0.718166
generally_applicable 0.976008
generalization_performance 0.936584
gaussian_function 0.675912
gates 0.929501
gatekeepers 1.099894
garas 0.834080
gan 1.035798
gainsi 1.859938
gael 0.984576
gab 0.935100
furnished 0.778172
functionally 0.838750
fully_understood 0.916776
fullscale 1.108083
frw 1.148343
frame_rates 1.181909
flag 0.707725
fired 1.362189
findrooti 1.664187
financial_markets 1.142182
filters 0.581466
fight 1.136402
feature_transformation 1.246357
feature_reduction 1.310987
feature_distributions 0.926824
feature_description 1.232427
feat 0.904655
favorited 1.063703
fatemieh 2.026295
fate 0.803069
fast_computation 0.938758
facto 0.624035
extremely_challenging 0.979181
extensibility 0.652527
expression_levels 1.050078
exploitative 1.206354
explicit_knowledge 0.996562
experimenter 0.800847
expend 0.653216
expedite 0.819847
expecting 1.005536
excessively 0.838581
excerpt 0.775620
evol 1.130977
evidence_based 1.087555
event_history 1.096473
evenings 1.101716
evaluation_methodology 0.840839
evaluation_method 0.879445
evaluation_framework 0.775344
european_union 1.190832
estoril 1.093076
errorbudgetipgreedystaticsampling 2.080666
error_probability 0.735055
error_detection 0.752872
erroneously 1.019898
ergms 1.586961
equh 1.869898
equa 1.000010
equ 0.720879
enzyme 0.576583
environmental_impact 1.493358
environmental_factors 0.784843
entrepreneurs 0.945072
entrepreneurial 0.749364
entitytype 1.612219
entity_relationship 0.917881
entity_relation 1.087725
enlarge 0.702988
enjoyed 1.070925
energy_savings 1.028160
emssumsaveragelogtruthfinder 1.966166
empbatch 1.936914
emma 1.357259
emextemsocialembound 1.999716
emergent_properties 0.795161
embatch 1.990494
emailenron 1.706937
ektt 1.835740
eigenscores 1.649224
eibe 1.741595
egg 1.035057
egerstedt 1.072137
educated 0.781151
edinburgh 0.977526
edgessum 2.158397
eavesdropping 0.923159
dwork 0.934586
dvoto 1.824066
durme 1.080731
duijn 1.024459
dsurround 1.668018
drill 0.896959
dreams 1.470165
downsampling 0.708771
downingstreet 2.151563
dover 1.003020
dormitory 1.232014
donorschoose 0.916691
domr 1.716786
dominance_relation 1.016571
domaindependent 1.446883
domainagnostic 1.776032
dni 1.267674
djd 0.975249
divlogf 2.129730
distrusts 0.997664
distributed_scheduling 1.050870
distributed_environment 1.129070
distinctly 0.966919
disseminates 0.798671
disputed 1.116325
dispositions 1.017508
diskbased 1.544121
disjunctive 0.747800
discrete_mathematics 0.959190
discrete_math 1.214805
disclosed 1.022990
discards 0.972122
disagreements 0.875926
differentially_private 0.809758
diakopoulos 1.736919
diagonal_entries 1.006117
dgx 0.800445
detecting_outliers 1.089742
desirability 0.826577
descriptive_statistics 1.172106
dependency_trees 0.949385
dep 1.455054
dentropy 2.215735
densityconnected 1.741572
demote 0.929665
deletes 0.990102
defecting 1.212442
default_logic 1.408709
deduced 0.736371
decryption_key 1.029513
declined 0.986514
decisionaggregation 1.619006
decision_sciences 1.414854
deance 1.657660
dbp 1.318958
datadependent 1.592550
data_item 1.165595
data_acquisition 0.779343
dagostino 1.325429
dacid 1.959825
cyberinfrastructure 0.642520
cutc 1.273806
customer_service 1.000755
customer_reviews 1.004491
curiosity 0.943701
curating 0.799836
cunytsf 1.792297
ctp 0.844559
ctoutliers 1.717892
cstb 1.114123
crosssentence 1.821204
crossdisciplinary 1.199875
crossassociations 1.536876
cross_domain 1.099801
cross-genre 1.712051
crescenzi 0.893513
cred 0.998751
crawlers 0.697768
cprophet 2.091862
covccid 1.749749
cout 1.077713
countably 0.639112
cosa 0.933620
correlation_clustering 0.822473
coping 0.834528
copenhagen 1.252805
cooperationdiscouraging 1.799567
cooccurence 1.467353
convex_quadratic_programming 0.733183
converges_quickly 0.959604
continuous_function 0.979859
contextualized 0.801894
content_popularity 0.683862
content_generation 0.881388
content_discovery 0.910984
consensus_problem 1.028162
consensus_formation 1.141384
conrad 1.004820
conover 1.156212
connectionbased 1.777788
connected_graphs 0.864385
conformance 0.869624
confined 0.843331
condor 0.923016
concreteness 0.602582
concerts 1.265235
conceptualizing 1.109207
conceptualize 0.742144
conceptinstance 1.828000
computationally_prohibitive 0.654183
computational_geometry 0.867921
complying 0.748881
compartmental 0.712824
commercial_applications 0.958934
commeect 1.658556
columbus 1.144136
colorcoded 1.669199
collusions 0.980157
collectives 0.923916
cognitive_biases 0.759837
coextensive 0.633633
coee 1.995139
clustersizem 1.927719
cluster_structure 0.799044
cliffs 1.171916
clientserver 1.486846
clearing 0.985686
clay 1.034769
classification_tasks 0.610380
classification_problem 0.644372
clarifying 0.959280
cjri 1.454934
cilibrasi 1.389821
cidzlcid 1.600564
cidxing 1.662641
cidwo 1.891087
cidvj 1.856199
cidsk 1.904117
cidmin 1.794993
cidmax 1.616152
cidcidcidcidcidcidcidcidcid 1.801023
chongqing 0.878088
chingyung 1.884796
chinese_academy_of_sciences 1.556254
chilton 1.328028
child_nodes 1.045600
chemical_reaction 1.019419
cft 1.212250
cfresh 2.050459
centuries 0.846305
centrist 0.962142
centric 0.978867
cenceme 1.997233
cenb 1.964666
cellpartitioned 1.705860
cdv 0.925534
cbi 0.965545
cathyheuristic 1.801706
carzaniga 0.886043
carter 1.175619
carpenter 1.279384
cares 1.047346
cardg 1.762442
candidateset 1.827738
candes 0.898464
callees 1.341613
call_center 1.095473
cad 1.154222
bypass 0.629770
busch 0.983966
burnett 1.124298
burfoot 0.926727
bulgaria 0.959925
brw 0.831969
britain 1.246347
breiman 1.055011
breakages 0.951826
bpos 1.326029
boy 1.119580
bowman 1.299739
bounderror 2.021638
bounded_size 0.924100
bottom_up 0.869702
bondpercolation 1.785140
bona_fide 0.945848
bmaldiscfisherlogistic 2.210207
blogger 0.780894
blender 1.022745
blend 0.922207
bivariate_gaussian 0.513368
bischof 0.999327
bis 0.755239
birthdeath 2.006073
birthdate 1.096402
bipartitioning 1.647088
bicycle 0.929074
betp 1.018397
bestfit 1.519424
berlingerio 1.837396
berezin 1.404757
belykh 1.409507
belief_state 0.944688
belief_function 1.051735
behave_differently 0.751171
beckman 1.200300
beck 1.022058
beauty 0.977933
beacon 1.175755
bcdist 2.006706
battlenetwork 1.807860
batchapprox 1.946687
basics 0.868911
base_learners 0.968204
barilan 1.351894
barahona 1.150151
bangalore 0.902967
bandwidth_constraint 0.632942
bahl 0.827545
bagga 0.727853
backtrack 1.175046
azzopardi 1.067062
az 0.883363
axir 1.525718
axij 2.220839
axbel 1.804838
avio 1.088704
automating 0.722773
automatically_determined 0.746055
automatic_generation 0.698060
audio_data 0.900994
attributionnoncommercialnoderivs 2.085159
attribute_based 1.170109
atom 0.723754
atanu 1.078286
assocai 1.930570
assault 1.224827
arxivcondmat 1.951670
artition 1.895031
arrival_times 1.013641
armys 1.015443
arlei 1.877126
aqu 1.028765
applied_probability 1.204204
applicationdependent 1.325884
antos 1.240900
answering_queries 0.721656
ani 0.728838
androidbased 1.758736
andre 0.818256
anb 1.128328
analog 0.648178
anaconda 1.207512
ams 1.035575
alternating_renewal 0.869063
algorithmic_problems 0.842255
algorithmic_game_theory 1.102962
algo_rithm 1.064063
algmax 1.641752
alexas 0.831935
aixij 2.182039
ahram 1.005109
agreedisagree 1.411549
agkcid 1.929992
aggregate_functions 0.679681
agent_framework 1.041551
african 0.876892
advising 0.877694
advanced_technology 1.074648
adolescents 0.977990
additive_error 0.875903
adaptive_feedback 1.000904
across_cultures 0.931434
acknack 1.777031
acidcid 1.904118
acero 0.962560
accuses 1.261133
accurately_estimating 0.653866
accrued 0.851723
accomplishments 0.794509
absorbing_states 1.049583
absolutely 0.967749
abraham 1.057597
abnormality 0.674826
80 0.659575
8 0.831930
15 1.061367
//www 2.109065
zkvm 1.730053
zijt 1.280967
zien 1.031510
zgraphs 1.826258
zg 0.758104
zecchina 1.862743
zadeh 1.033846
yook 0.967620
ylkr 1.909104
yjk 0.973062
ycidr 1.951197
ycidcid 1.855560
yaxes 1.735747
yanqing 0.752487
yankee 1.268344
yamanishi 0.964613
xwi 1.866031
xqx 1.814830
xmr 1.301086
xiaoming 0.952631
xedpoint 1.739876
xcidx 1.866436
xai 1.071207
wwv 1.344657
wvu 0.643815
wvrc 0.913919
wrocaw 1.966555
writing_style 1.117431
worldcup 0.931934
wills 1.224508
wikikbp 1.665833
wikify 1.654803
wiesenfeld 1.019354
widely_recognized 0.881399
whocallswhom 1.552411
wef 0.659432
webtweet 1.693733
webster 1.011334
webiswc 1.848580
wbct 0.937574
wattenhofer 1.727960
watchdog 0.772104
warn 0.871514
warm 0.963391
walther 0.710444
wallawrpi 1.929117
vuuvi 1.996111
vthe 1.445139
voyage 0.958758
vox 0.797348
vosps 1.679876
vocalizations 0.772620
vlan 0.769925
visual_information 0.913916
virginia 1.049067
vilhena 1.258273
video_sharing 1.211530
video_coding 1.056019
vib 0.798871
vetted 0.682909
venode 1.880571
vehicular_adhoc_networks 1.168073
vectorial 0.845584
vector_fields 0.873484
vassilvitskii 1.633766
variational_em 0.966384
vanilla 0.790295
value_chain 1.518137
valletta 0.822797
vaidya 1.011133
user_space 0.962120
user_participation 1.097600
user_experiences 1.002257
usedk 1.863396
urban_areas 0.832155
upwards 0.756822
unveils 0.917486
unusual_event_detection 1.000539
unsure 0.825469
unscalable 0.931628
unsatisfactory 0.956492
university_of_chicago_press 1.342050
ungar 0.971020
undened 1.374795
und 0.839058
uncoordinated 0.636991
unconditional 0.869309
udh 0.958800
uae 0.888886
u.s 1.644033
tying 0.991778
twt 0.815586
twoyear 1.337466
twosample 1.533654
twoopinion 1.815904
twin 1.071420
twentysixth 1.266095
twentyfourth 1.551391
twentieth 1.060491
tweetgathering 1.758890
tumasjan 1.834450
ttc 0.819432
tssi 1.121963
tsotras 1.714119
tsekenis 1.602523
trusted_third_party 1.263450
trillion 0.800137
treated_equally 1.046913
trc 1.266159
traveller 1.351413
traveler 0.883537
transaction_data 0.837499
trailing 0.996956
traditions 0.814625
tracebackpagerankpeerinfluencedegree 2.032131
trace_norm 1.311799
trace_back 1.142958
traag 0.935977
tra 1.036706
tpq 0.959814
torres 0.925193
tomas 1.145967
tokenization 0.666578
tms 0.735472
tmk 0.826983
tin 0.767629
timings 0.721112
timeticks 1.631690
timesharing 0.654400
timeliness_requirements 0.729690
timebank 1.116406
ticid 1.718298
thompson_sampling 1.055097
thiagarajan 0.896577
theorizing 0.832327
tgc 0.826342
text_understanding 1.098811
tewari 0.902071
tet 1.295669
terveen 0.981633
termdocument 1.697460
tenet 0.848355
ten_years 1.107746
tempting 0.980178
temporal_granularity 0.693771
temporal_aspects 0.828170
tdrive 1.759594
tcpdump 0.721402
tcga 0.905523
tbox 0.713455
tbcm 1.529407
taula 1.493424
tation 0.893061
tasktype 1.709894
taskrelated 1.555816
tantipathananandh 1.698982
tanaka 0.984789
tail_distributions 0.886067
tactical_communications 0.877767
sztompka 0.897765
szd 1.142036
synthesizing 0.688036
symptomatic 0.790634
symmetric_matrices 0.608487
swt 0.856253
swaps 0.728416
sutva 1.556064
sut 1.303354
suspicious_behavior 0.922012
suspected 0.895445
sushi 1.417730
susceptibleinfectedrecovered 1.763011
surprising_result 1.066438
surpass 1.058966
supervised_training 0.891513
supervised_feature_selection 1.162185
superfamily 0.680062
supa 1.104353
summarizations 1.131305
suggestive 0.829042
subgradient_descent 0.970649
subgames 0.767678
subelds 1.454262
subcollection 0.596892
structuremapping 1.643497
structurally_similar 0.956263
strohmann 1.405662
stringer 1.510807
stressful 0.721809
stresses 0.891791
strengthened 0.885899
strata 0.749813
strands 0.874656
stranders 1.646046
storage_service 1.185677
storage_requirements 1.037214
stopping_criteria 0.931542
stirling 1.120750
steve 0.973446
stephan 0.881641
stehle 0.951074
steep 0.679330
stealthy 0.852925
statistical_analyses 0.828070
stationarystate 1.719114
stable_states 1.195079
ssde 0.860190
squared_errors 1.169685
square_error 1.215082
sqlite 0.742721
spielman 1.335212
spelling_correction 1.229944
speculative 0.815617
special_attention 0.969026
spatiotemporally 0.782300
spatial-temporal 1.393795
sparsity_constraint 0.566473
sparrow 0.873648
space_partitioning 0.859860
southern_california 1.093905
southbysouthwest 2.061648
sourceforge 0.723844
sourceassertion 1.497389
solved_optimally 0.936091
software_components 0.821449
sociocognitive 0.803411
social_issues 1.161173
smurf 1.365679
smooth_transition 1.057168
small_world_networks 0.975429
slowdown 0.709554
sliders 1.139240
slengtht 1.961814
slack_variables 0.953538
skvoretz 1.567330
sixteenth 0.921890
sisenda 2.035059
sink_nodes 0.861600
singlelabel 1.730000
singlegraph 1.675254
singledocument 1.651360
singla 0.905899
simplest_form 0.885831
simons 0.849655
similarity_query 0.930685
similarity_analysis 0.930566
simc 1.008392
sil 1.034254
sigs 1.086001
signaturebased 1.477990
shyhtsun 1.810021
showcases 0.857529
shorter_path 1.166170
shore 1.209097
shoham 1.073791
sherman 0.951712
sher 1.053007
shedding 0.981055
shadows 0.905155
sevilla 1.233354
settle 0.826144
seth 1.249855
set_expansion 1.187161
service_selection 0.980926
server_allocation 1.336174
sequencing 0.606166
sentencebased 1.655595
sens 1.351546
selfreports 1.722420
selforganize 1.557652
selector 0.765569
selection_algorithms 1.076666
seidl 1.190490
segmentbased 1.621586
seedsets 1.450080
security_threats 0.815719
secondsnumber 1.962078
secondprice 1.551183
seashore 0.702276
screening 0.726338
scientificreports 2.075990
schwarzenegger 0.770766
scattergather 1.782547
scalable_distributed 1.085717
scaglione 0.976901
sbw 1.228935
savf 1.866581
satellites 0.802937
saslb 1.790953
sanjeev 0.896156
sanity_check 0.939295
sandia_national_laboratories 1.459818
sanders 1.099111
sanchez 1.193170
sameminded 1.844393
salon 1.509258
salmon 1.294959
salganik 1.747275
sala 0.928397
sakoechiba 1.757867
sahin 1.017638
rxs 1.050199
runners 0.831176
rule_sets 0.885908
rule_extraction 1.150733
rule_base 1.295317
rtransmitter 1.916339
rtod 1.924344
rsum 1.319376
rstprice 1.745111
rrs 0.779730
royer 1.387317
rotter 1.191096
ronen 0.982823
role_playing_game 1.252073
rokach 0.910800
rocks 0.960679
rochester 1.126859
rna 0.577409
rkhs 0.656757
rjt 1.148639
rivals 0.917111
rios 1.164790
rgn 0.739167
rfim 1.418441
retransmitted 0.852362
rests 0.690935
restoration 0.783284
restarting 1.020244
resourcelimited 1.878779
resource_utilization 0.827087
resource_description_framework 0.975566
resending 0.785253
reqrep 1.858435
reps 1.142849
replication_algorithm 0.643026
replica_placement 1.087431
repeatability 0.602538
remez 0.734154
relsimws 1.688294
relevance_models 0.833695
relevance_estimation 0.935394
relative_distance 0.915467
relation_graph 0.987723
rejections 1.023110
reinserted 0.959882
refute 1.060014
reflection 0.732682
redi 1.392125
rectify 0.848139
rectication 1.583726
reconstructs 1.086234
recognised 0.998815
receptions 0.755662
recently_attracted 1.366054
recalls 1.037173
recall_precision 1.246189
rearrange 0.827880
reacting 0.848793
re_search 1.549652
rcopies 1.975104
rbf 1.062080
rasi 1.253829
random_field 0.878907
random_deployment 0.970635
rana 0.864162
rameshusc 1.936659
ramanathbbn 1.892125
rajaraman 1.106428
